algorithm,category,file,n,m,time,exitcode,output
p1,real_world,real_world/gemsec_facebook_politician.txt,5908,41729,0.04826402999970014,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/gemsec_facebook_politician.txt
p1,real_world,real_world/gemsec_facebook_public_figure.txt,11565,67114,0.0753255029999309,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/gemsec_facebook_public_figure.txt
p1,real_world,real_world/gemsec_facebook_tvshows.txt,3892,17262,0.02561681600036536,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/gemsec_facebook_tvshows.txt
p1,real_world,real_world/git.txt,37700,289003,0.3191494130001047,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/git.txt
p1,real_world,real_world/twitch_de.txt,9498,153138,0.15506517399990116,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/twitch_de.txt
p1,real_world,real_world/twitch_en.txt,7126,35324,0.04611042600026849,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/twitch_en.txt
p1,real_world,real_world/twitch_es.txt,4648,59382,0.06406784999990123,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/twitch_es.txt
p1,real_world,real_world/twitch_fr.txt,6549,112666,0.11470403800012718,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/twitch_fr.txt
p1,real_world,real_world/twitch_pt.txt,1912,31299,0.03790716200001043,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/twitch_pt.txt
p1,real_world,real_world/twitch_ru.txt,4385,37304,0.04503584299982322,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/twitch_ru.txt
p1,real_world,real_world/us_power_grid_0indexed.txt,4941,6594,0.013827506999859907,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/real_world/us_power_grid_0indexed.txt
p1,small,small/small_01.txt,3,2,0.002291292999871075,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_01.txt
p1,small,small/small_02.txt,4,4,0.0021855069999219268,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_02.txt
p1,small,small/small_03.txt,5,4,0.0012216360000820714,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_03.txt
p1,small,small/small_04.txt,6,6,0.001034698999774264,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_04.txt
p1,small,small/small_05.txt,7,7,0.00108667799986506,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_05.txt
p1,small,small/small_06.txt,5,8,0.0009488589998909447,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_06.txt
p1,small,small/small_07.txt,8,8,0.0011723170000550454,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_07.txt
p1,small,small/small_08.txt,6,9,0.0011301989998173667,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_08.txt
p1,small,small/small_09.txt,10,9,0.0011477429998194566,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_09.txt
p1,small,small/small_10.txt,12,12,0.0011924079999516835,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/small/small_10.txt
p1,sparse,sparse/sparse_01.txt,10,12,0.0010960250001517124,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_01.txt
p1,sparse,sparse/sparse_02.txt,20,25,0.0012634390000130225,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_02.txt
p1,sparse,sparse/sparse_03.txt,30,40,0.001329496000380459,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_03.txt
p1,sparse,sparse/sparse_04.txt,50,65,0.0011444500000834523,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_04.txt
p1,sparse,sparse/sparse_05.txt,15,18,0.0011257979999754752,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_05.txt
p1,sparse,sparse/sparse_06.txt,25,35,0.0012192620001769683,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_06.txt
p1,sparse,sparse/sparse_07.txt,40,55,0.0012307189999773982,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_07.txt
p1,sparse,sparse/sparse_08.txt,35,50,0.0022171430000526016,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_08.txt
p1,sparse,sparse/sparse_09.txt,60,80,0.0023047190002216666,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_09.txt
p1,sparse,sparse/sparse_10.txt,45,60,0.0022342610000123386,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/sparse/sparse_10.txt
p1,tree_like,tree_like/tree_01.txt,15,14,0.001046209999913117,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_01.txt
p1,tree_like,tree_like/tree_02.txt,20,19,0.001373472000068432,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_02.txt
p1,tree_like,tree_like/tree_03.txt,25,24,0.0011268339999332966,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_03.txt
p1,tree_like,tree_like/tree_04.txt,30,30,0.0011748550000447722,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_04.txt
p1,tree_like,tree_like/tree_05.txt,31,30,0.0010284909999427327,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_05.txt
p1,tree_like,tree_like/tree_06.txt,41,40,0.0010551590003160527,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_06.txt
p1,tree_like,tree_like/tree_07.txt,35,34,0.0010959870000988303,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_07.txt
p1,tree_like,tree_like/tree_08.txt,28,27,0.0011296269999547803,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_08.txt
p1,tree_like,tree_like/tree_09.txt,25,26,0.0012915970000904053,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_09.txt
p1,tree_like,tree_like/tree_10.txt,50,54,0.0011373490001460596,0,/home/arnav-agnihotri/Downloads/AAD_CP/outputs/p1/tree_like/tree_10.txt
